"company_uuid","company_permalink","category"
"8ac32cbb48c4ef850c95390b49d4dcac","the-tech-stuff","Information Technology"
"8ac32cbb48c4ef850c95390b49d4dcac","the-tech-stuff","Analytics"
"8aca61fb5e1005b32628d132182cf509","kite-ly","3D Printing"
"8aca61fb5e1005b32628d132182cf509","kite-ly","Printing"
"8aca61fb5e1005b32628d132182cf509","kite-ly","Mobile"
"8aca61fb5e1005b32628d132182cf509","kite-ly","Developer APIs"
"8aca61fb5e1005b32628d132182cf509","kite-ly","Software"
"8aca61fb5e1005b32628d132182cf509","kite-ly","Algorithms"
"8aca61fb5e1005b32628d132182cf509","kite-ly","Analytics"
"8acfcddec43e0156b9ec7b9027a9941c","mobileoct","Biotechnology"
"8acfcddec43e0156b9ec7b9027a9941c","mobileoct","Digital Media"
"8acfcddec43e0156b9ec7b9027a9941c","mobileoct","Health Care"
"8adc0255fdd0ca3782fb2a9817a646d5","add-shoppers","E-Commerce"
"8adc0255fdd0ca3782fb2a9817a646d5","add-shoppers","Social Commerce"
"8adc0255fdd0ca3782fb2a9817a646d5","add-shoppers","Analytics"
"8adc0255fdd0ca3782fb2a9817a646d5","add-shoppers","Big Data"
"8adc0255fdd0ca3782fb2a9817a646d5","add-shoppers","Marketing Automation"
"8ae05f157ddf00665a958dd859f340cb","social-alpha","Analytics"
"8ae05f157ddf00665a958dd859f340cb","social-alpha","Social Media"
"8ae05f157ddf00665a958dd859f340cb","social-alpha","Finance"
"8ae05f157ddf00665a958dd859f340cb","social-alpha","Trading"
"8ae05f157ddf00665a958dd859f340cb","social-alpha","Opinions"
"8ae05f157ddf00665a958dd859f340cb","social-alpha","Twitter Applications"
"8ae05f157ddf00665a958dd859f340cb","social-alpha","Text Analytics"
"8ae05f157ddf00665a958dd859f340cb","social-alpha","Machine Learning"
"8ae05f157ddf00665a958dd859f340cb","social-alpha","Natural Language Processing"
"8ae05f157ddf00665a958dd859f340cb","social-alpha","Data Mining"
"8aec847858e33a3a32dba7d93956675b","socialrest","Analytics"
"8aec847858e33a3a32dba7d93956675b","socialrest","Digital Media"
"8aec847858e33a3a32dba7d93956675b","socialrest","Social Media"
"8aec847858e33a3a32dba7d93956675b","socialrest","Content"
"8af10722de96c5531d06f55de0a7fb80","benevir-biopharm","Biotechnology"
"8af292cea114fc37ec2156184de2ce9f","eucodis-bioscience","Biotechnology"
"8afd63f7767aacc7e51d088b904fa70c","packetsled","Enterprise Security"
"8afd63f7767aacc7e51d088b904fa70c","packetsled","Visualization"
"8afd63f7767aacc7e51d088b904fa70c","packetsled","Cyber Security"
"8afd63f7767aacc7e51d088b904fa70c","packetsled","Big Data Analytics"
"8b03cd97d8a022468d0d980f092d414e","square","Mobile"
"8b03cd97d8a022468d0d980f092d414e","square","Mobile Payments"
"8b03cd97d8a022468d0d980f092d414e","square","P2P Money Transfer"
"8b03cd97d8a022468d0d980f092d414e","square","Analytics"
"8b03cd97d8a022468d0d980f092d414e","square","Finance"
"8b03cd97d8a022468d0d980f092d414e","square","Hardware  Software"
"8b03cd97d8a022468d0d980f092d414e","square","FinTech"
"8b081db00bd3fd292b69bb4d0bc36c65","cognoptix-inc","Biotechnology"
"8b108f2320f460e011c638f50745533d","eggzack","Marketing Automation"
"8b108f2320f460e011c638f50745533d","eggzack","Internet Marketing"
"8b108f2320f460e011c638f50745533d","eggzack","Email Marketing"
"8b108f2320f460e011c638f50745533d","eggzack","Social Media Marketing"
"8b108f2320f460e011c638f50745533d","eggzack","Local Search"
"8b108f2320f460e011c638f50745533d","eggzack","Search Marketing"
"8b108f2320f460e011c638f50745533d","eggzack","Local Commerce"
"8b108f2320f460e011c638f50745533d","eggzack","Mobile Commerce"
"8b108f2320f460e011c638f50745533d","eggzack","Blogging Platforms"
"8b150964acd79b486b04305dd62394d9","panoptica","Biotechnology"
"8b20b00a6b0d6edf606a7cfa8e572fba","flower-orthopedics","Biotechnology"
"8b236fab43b231c952254ebdfd7d2fe4","teletrac-inc","Software"
"8b236fab43b231c952254ebdfd7d2fe4","teletrac-inc","SaaS"
"8b236fab43b231c952254ebdfd7d2fe4","teletrac-inc","Navigation"
"8b236fab43b231c952254ebdfd7d2fe4","teletrac-inc","Gps"
"8b236fab43b231c952254ebdfd7d2fe4","teletrac-inc","Business Intelligence"
"8b26a07d55a32fb562c4232a62f55d80","ecelles-carson","Biotechnology"
"8b26a07d55a32fb562c4232a62f55d80","ecelles-carson","Finance"
"8b26a07d55a32fb562c4232a62f55d80","ecelles-carson","Stock Exchanges"
"8b26b96374f7e2203e471584d7ef243f","explore-analytics","Software"
"8b26b96374f7e2203e471584d7ef243f","explore-analytics","Business Intelligence"
"8b26b96374f7e2203e471584d7ef243f","explore-analytics","SaaS"
"8b26b96374f7e2203e471584d7ef243f","explore-analytics","Visualization"
"8b26b96374f7e2203e471584d7ef243f","explore-analytics","Big Data Analytics"
"8b2fed9851c6e63ca61bfaff09153c19","kailos-genetics","Biotechnology"
"8b3805d272c9ede9153dd7290e54f497","tellystream-by-greenflow","Software"
"8b3805d272c9ede9153dd7290e54f497","tellystream-by-greenflow","Digital Signage"
"8b3805d272c9ede9153dd7290e54f497","tellystream-by-greenflow","Television"
"8b3805d272c9ede9153dd7290e54f497","tellystream-by-greenflow","Business Intelligence"
"8b404f8167f7adff05b48a1b7c5d35ab","intercell-biomedical-research-development-ag","Biotechnology"
"8b491ec7f63968611e0735030fa5a755","pharmapod","Pharmaceuticals"
"8b491ec7f63968611e0735030fa5a755","pharmapod","Software"
"8b491ec7f63968611e0735030fa5a755","pharmapod","Cloud Data Services"
"8b491ec7f63968611e0735030fa5a755","pharmapod","Biotechnology"
"8b49587b519646c2383e3a534cab4b29","allyde","Open Source"
"8b49587b519646c2383e3a534cab4b29","allyde","Marketing Automation"
"8b49587b519646c2383e3a534cab4b29","allyde","Enterprise Software"
"8b4c66e353bad81ba7c4f8f6745b7f9d","ducoin-center-for-advanced-dentistry","Biotechnology"
"8b4f9abb934e53c38c3e999cbfeeb0be","posyt","Chat"
"8b4f9abb934e53c38c3e999cbfeeb0be","posyt","Machine Learning"
"8b4f9abb934e53c38c3e999cbfeeb0be","posyt","Search"
"8b56f9009f22cff5af0692b02624e7dc","bitsnbrains","Software"
"8b56f9009f22cff5af0692b02624e7dc","bitsnbrains","Data Mining"
"8b56f9009f22cff5af0692b02624e7dc","bitsnbrains","Social Media"
"8b56f9009f22cff5af0692b02624e7dc","bitsnbrains","Business Intelligence"
"8b56f9009f22cff5af0692b02624e7dc","bitsnbrains","Machine Learning"
"8b56f9009f22cff5af0692b02624e7dc","bitsnbrains","News"
"8b58d35d36f513a80312de0eb113fa86","upbuild-llc","Internet Marketing"
"8b58d35d36f513a80312de0eb113fa86","upbuild-llc","SEO"
"8b58d35d36f513a80312de0eb113fa86","upbuild-llc","Analytics"
"8b58d35d36f513a80312de0eb113fa86","upbuild-llc","Optimization"
"8b58d35d36f513a80312de0eb113fa86","upbuild-llc","Training"
"8b62ca55e9c257583c44292ccbf5ae36","institute-of-clinical-physiology","Biotechnology"
"8b65cd127fedfe51fa0a7606773744ab","m-labs","Analytics"
"8b65cd127fedfe51fa0a7606773744ab","m-labs","Advertising"
"8b6cbd36dd95fb5ed2af96613809a197","genzyme","Biotechnology"
"8b6da606c8e2189a05739c5d43c2f6b3","genterpret","Health and Wellness"
"8b6da606c8e2189a05739c5d43c2f6b3","genterpret","Medical"
"8b6da606c8e2189a05739c5d43c2f6b3","genterpret","Personalization"
"8b6da606c8e2189a05739c5d43c2f6b3","genterpret","Data Integration"
"8b6dbf8790eb3df955edbf8c700ef8da","hiptype","Analytics"
"8b6dbf8790eb3df955edbf8c700ef8da","hiptype","Advertising"
"8b6dbf8790eb3df955edbf8c700ef8da","hiptype","Big Data"
"8b6dbf8790eb3df955edbf8c700ef8da","hiptype","Publishing"
"8b7bed5395ffd0e4462ba70e487cddd6","ascentium","Design"
"8b7bed5395ffd0e4462ba70e487cddd6","ascentium","Direct Marketing"
"8b7bed5395ffd0e4462ba70e487cddd6","ascentium","Consulting"
"8b7bed5395ffd0e4462ba70e487cddd6","ascentium","Web Development"
"8b7bed5395ffd0e4462ba70e487cddd6","ascentium","SEO"
"8b7bed5395ffd0e4462ba70e487cddd6","ascentium","Semantic Search"
"8b7bed5395ffd0e4462ba70e487cddd6","ascentium","Analytics"
"8b7bed5395ffd0e4462ba70e487cddd6","ascentium","Social Media"
"8b7f3b904e2e72596405461bf927ab98","biolex-therapeutics","Biotechnology"
"8b93d59511e5bd0ef463ea2c0b80858b","descsoft","Banking"
"8b93d59511e5bd0ef463ea2c0b80858b","descsoft","Business Intelligence"
"8b93d59511e5bd0ef463ea2c0b80858b","descsoft","Mobile Commerce"
"8b959118854711081d3c772008e2b9bd","viiv-healthcare","Biotechnology"
"8b990b10e443388bfc933370602227d5","euvance","Big Data Analytics"
"8b990b10e443388bfc933370602227d5","euvance","Data Mining"
"8b994e0cc00c875d2715a18bd0d90374","pollstr","Analytics"
"8b994e0cc00c875d2715a18bd0d90374","pollstr","Surveys"
"8b9de46d6bb5cd710add2a6e97e5c0d8","roche-nimblegen","Biotechnology"
"8b9fad4d26a91715d9f06fffbe8c9364","surado-solutions","Software"
"8b9fad4d26a91715d9f06fffbe8c9364","surado-solutions","CRM"
"8b9fad4d26a91715d9f06fffbe8c9364","surado-solutions","Automotive"
"8b9fad4d26a91715d9f06fffbe8c9364","surado-solutions","Marketing Automation"
"8ba3c4ff4307dd762cf0ad2c23593647","capricornventis-ltd","Consulting"
"8ba3c4ff4307dd762cf0ad2c23593647","capricornventis-ltd","Business Intelligence"
"8ba3c4ff4307dd762cf0ad2c23593647","capricornventis-ltd","CRM"
"8ba3c4ff4307dd762cf0ad2c23593647","capricornventis-ltd","Customer Service"
"8ba69dce1ac711b4fb0c6a64e0d5c7ae","contravir-pharmaceuticals","Biotechnology"
"8ba6f424b2cc96cde726b89418df5217","mothernode","Software"
"8ba6f424b2cc96cde726b89418df5217","mothernode","CRM"
"8ba6f424b2cc96cde726b89418df5217","mothernode","Enterprise Software"
"8ba6f424b2cc96cde726b89418df5217","mothernode","SaaS"
"8ba6f424b2cc96cde726b89418df5217","mothernode","Sales and Marketing"
"8ba6f424b2cc96cde726b89418df5217","mothernode","Analytics"
"8ba6f424b2cc96cde726b89418df5217","mothernode","Lead Generation"
"8ba6f424b2cc96cde726b89418df5217","mothernode","Estimation and Quoting"
"8ba6f424b2cc96cde726b89418df5217","mothernode","Cloud Computing"
"8ba6f424b2cc96cde726b89418df5217","mothernode","Enterprises"
"8ba83b4f4229c5d889926790bf104c8c","native-ads-inc-","Content Discovery"
"8ba83b4f4229c5d889926790bf104c8c","native-ads-inc-","Curated Web"
"8ba83b4f4229c5d889926790bf104c8c","native-ads-inc-","Video"
"8ba83b4f4229c5d889926790bf104c8c","native-ads-inc-","Advertising Platforms"
"8ba83b4f4229c5d889926790bf104c8c","native-ads-inc-","Advertising Exchanges"
"8ba83b4f4229c5d889926790bf104c8c","native-ads-inc-","Reviews and Recommendations"
"8baec57fa162723ddb8c17214a9f720d","bealder","Hardware  Software"
"8baec57fa162723ddb8c17214a9f720d","bealder","Analytics"
"8baec57fa162723ddb8c17214a9f720d","bealder","Indoor Positioning"
"8baec57fa162723ddb8c17214a9f720d","bealder","Sensors"
"8baec57fa162723ddb8c17214a9f720d","bealder","Big Data Analytics"
"8baec57fa162723ddb8c17214a9f720d","bealder","Retail Technology"
"8baec57fa162723ddb8c17214a9f720d","bealder","Public Transportation"
"8baec57fa162723ddb8c17214a9f720d","bealder","Location Based Services"
"8baec57fa162723ddb8c17214a9f720d","bealder","Navigation"
"8baec57fa162723ddb8c17214a9f720d","bealder","Mobile"
"8bb0a49514672a994fdb16cfe6abbf7d","ecommerce-cosmos","Email Marketing"
"8bb0a49514672a994fdb16cfe6abbf7d","ecommerce-cosmos","Consulting"
"8bb0a49514672a994fdb16cfe6abbf7d","ecommerce-cosmos","Advertising"
"8bb0a49514672a994fdb16cfe6abbf7d","ecommerce-cosmos","Marketing Automation"
"8bb1b86aaf111208b58eed53ce9ff937","wiredminds-ag","Analytics"
"8bb1b86aaf111208b58eed53ce9ff937","wiredminds-ag","Lead Generation"
"8bb1b86aaf111208b58eed53ce9ff937","wiredminds-ag","B2B"
"8bb1b86aaf111208b58eed53ce9ff937","wiredminds-ag","CRM"
"8bb91aaa21fd1fa728a0e3ccf10beeb9","communicorp","Marketing Automation"
"8bb91aaa21fd1fa728a0e3ccf10beeb9","communicorp","Development Platforms"
"8bb91aaa21fd1fa728a0e3ccf10beeb9","communicorp","Augmented Reality"
"8bbab3eb9e1d407bc1238514be80c6dc","osprey-data","Oil"
"8bbab3eb9e1d407bc1238514be80c6dc","osprey-data","Analytics"
"8bbab3eb9e1d407bc1238514be80c6dc","osprey-data","Oil & Gas"
"8bbab3eb9e1d407bc1238514be80c6dc","osprey-data","Enterprise Software"
"8bbe8cf5fd455439b227199d81f23a13","cleargears","Software"
"8bbe8cf5fd455439b227199d81f23a13","cleargears","Human Resources"
"8bbe8cf5fd455439b227199d81f23a13","cleargears","Analytics"
"8bc3aa14cfbf67cdc0956b08d9b6b038","wise-window","Curated Web"
"8bc3aa14cfbf67cdc0956b08d9b6b038","wise-window","Social Media"
"8bc3aa14cfbf67cdc0956b08d9b6b038","wise-window","Social Network Media"
"8bc3aa14cfbf67cdc0956b08d9b6b038","wise-window","Business Intelligence"
"8bc3aa14cfbf67cdc0956b08d9b6b038","wise-window","Analytics"
"8bc3aa14cfbf67cdc0956b08d9b6b038","wise-window","Predictive Analytics"
"8bc6c6fcc850e2e22afc5fdb52decaf5","vu-security","Security"
"8bc6c6fcc850e2e22afc5fdb52decaf5","vu-security","Internet of Things"
"8bc6c6fcc850e2e22afc5fdb52decaf5","vu-security","Cyber Security"
"8bc6c6fcc850e2e22afc5fdb52decaf5","vu-security","Fraud Detection"
"8bc6c6fcc850e2e22afc5fdb52decaf5","vu-security","Mobile Devices"
"8bc6c6fcc850e2e22afc5fdb52decaf5","vu-security","Mobile Security"
"8bc6c6fcc850e2e22afc5fdb52decaf5","vu-security","Biometrics"
"8bc6c6fcc850e2e22afc5fdb52decaf5","vu-security","Mobile Payments"
"8bc6c6fcc850e2e22afc5fdb52decaf5","vu-security","Identity Management"
"8bc6c6fcc850e2e22afc5fdb52decaf5","vu-security","Online Identity"
"8bced70bdc2f5826f52c972654d2b309","visgo-therapeutics","Biotechnology"
"8bdeaeb20543d213cb336302996b8a3c","unidesq-platform","Advertising"
"8bdeaeb20543d213cb336302996b8a3c","unidesq-platform","Media"
"8bdeaeb20543d213cb336302996b8a3c","unidesq-platform","Advertising Platforms"
"8bdeaeb20543d213cb336302996b8a3c","unidesq-platform","Real Time"
"8bdeaeb20543d213cb336302996b8a3c","unidesq-platform","Digital Media"
"8bdeaeb20543d213cb336302996b8a3c","unidesq-platform","Marketing Automation"
"8bdeaeb20543d213cb336302996b8a3c","unidesq-platform","E-Commerce"
"8bdeaeb20543d213cb336302996b8a3c","unidesq-platform","Portals"
"8bdf7785e45511943ed877cde8b0e28b","sand-hill-exchange-2","Prediction Markets"
"8bdf7785e45511943ed877cde8b0e28b","sand-hill-exchange-2","Startups"
"8bdf7785e45511943ed877cde8b0e28b","sand-hill-exchange-2","Online Gaming"
"8be0feb40974ab71f7a3f225010c1cde","mtech","Consulting"
"8be0feb40974ab71f7a3f225010c1cde","mtech","Image Recognition"
"8be0feb40974ab71f7a3f225010c1cde","mtech","Software"
"8be0feb40974ab71f7a3f225010c1cde","mtech","Dental"
"8be0feb40974ab71f7a3f225010c1cde","mtech","Medical"
"8bea66083a7ec27f2af30ce08d4ff976","pricewaterhousecoopers-llp","Consulting"
"8bea66083a7ec27f2af30ce08d4ff976","pricewaterhousecoopers-llp","Risk Management"
"8bea66083a7ec27f2af30ce08d4ff976","pricewaterhousecoopers-llp","Business Intelligence"
"8beeec55961ce01280b20168e7d2d908","aicon-me","Enterprise Software"
"8beeec55961ce01280b20168e7d2d908","aicon-me","Market Research"
"8beeec55961ce01280b20168e7d2d908","aicon-me","Business Intelligence"
"8bf026d53a8b5b3d4004be2371970b77","sensulin","Biotechnology"
"8bf026d53a8b5b3d4004be2371970b77","sensulin","Diabetes"
"8bf026d53a8b5b3d4004be2371970b77","sensulin","Pharmaceuticals"
"8bf026d53a8b5b3d4004be2371970b77","sensulin","Life Sciences"
"8bf37b9e979a46faeb830cf6105ffde1","crowdnoize","Analytics"
"8bf37b9e979a46faeb830cf6105ffde1","crowdnoize","Advertising"
"8bf63d3914a31847ebab8c8518bf801c","amarillo-biosciences","Biotechnology"
"8c01f79c3fc439a1bae9125b35d71a7e","elucidata","Analytics"
"8c02739b0156361d586b0e83bd433c1a","biocritica","Biotechnology"
"8c0281628663d3cc516ee6cc7c268371","tubular-labs","Analytics"
"8c0281628663d3cc516ee6cc7c268371","tubular-labs","Enterprises"
"8c0281628663d3cc516ee6cc7c268371","tubular-labs","Video"
"8c07f7fe23ee40906f01ae6c5c4ea14d","spot-on-marketing-solutions","Marketing Automation"
"8c09484308db1a5315deec01cd37b0ec","chalk-wire-learning-assessment","Software"
"8c09484308db1a5315deec01cd37b0ec","chalk-wire-learning-assessment","Education"
"8c09484308db1a5315deec01cd37b0ec","chalk-wire-learning-assessment","Skill Assessment"
"8c09484308db1a5315deec01cd37b0ec","chalk-wire-learning-assessment","Colleges"
"8c09484308db1a5315deec01cd37b0ec","chalk-wire-learning-assessment","Analytics"
"8c09484308db1a5315deec01cd37b0ec","chalk-wire-learning-assessment","EdTech"
"8c0a39c0b285eaa089b38e9bd3aa1da0","piqora","E-Commerce"
"8c0a39c0b285eaa089b38e9bd3aa1da0","piqora","Social Media Marketing"
"8c0a39c0b285eaa089b38e9bd3aa1da0","piqora","Content Discovery"
"8c0a39c0b285eaa089b38e9bd3aa1da0","piqora","Mobile Advertising"
"8c0acd4bca00c132c02c4949fc43c45c","catapult-partners-llc","Entrepreneur"
"8c0acd4bca00c132c02c4949fc43c45c","catapult-partners-llc","Business Intelligence"
"8c0acd4bca00c132c02c4949fc43c45c","catapult-partners-llc","Business Development"
"8c1248746c0693250921a19b0ef83f75","tribute-pharmaceuticals-canada","Biotechnology"
"8c136435f8878c710efb5912818fe8ca","quicklogix","Analytics"
"8c136435f8878c710efb5912818fe8ca","quicklogix","Big Data"
"8c136435f8878c710efb5912818fe8ca","quicklogix","Business Intelligence"
"8c17d49ae01454a534d5842e412307ea","pristech-analytics","Analytics"
"8c17d49ae01454a534d5842e412307ea","pristech-analytics","Data Visualization"
"8c17d49ae01454a534d5842e412307ea","pristech-analytics","Business Services"
"8c23103a17cba219738a3c46807b9e4c","digital-h2o","Analytics"
"8c23103a17cba219738a3c46807b9e4c","digital-h2o","Energy"
"8c23103a17cba219738a3c46807b9e4c","digital-h2o","Water"
"8c23103a17cba219738a3c46807b9e4c","digital-h2o","Oil & Gas"
"8c23103a17cba219738a3c46807b9e4c","digital-h2o","Enterprise Software"
"8c23103a17cba219738a3c46807b9e4c","digital-h2o","Big Data Analytics"
"8c23103a17cba219738a3c46807b9e4c","digital-h2o","Software"
"8c23e2ba66676ffc721876da1207d9aa","orbital-insight-inc","Startups"
"8c23e2ba66676ffc721876da1207d9aa","orbital-insight-inc","Financial Services"
"8c23e2ba66676ffc721876da1207d9aa","orbital-insight-inc","Software"
"8c23e2ba66676ffc721876da1207d9aa","orbital-insight-inc","Analytics"
"8c316ee49b92bf19d388e5541c83fafc","proximic","Analytics"
"8c316ee49b92bf19d388e5541c83fafc","proximic","Advertising"
"8c39d9d68db2ff20fb1b7375456a01b2","ubiq","Software"
"8c39d9d68db2ff20fb1b7375456a01b2","ubiq","Analytics"
"8c41f0ca292d2e53917f6b173a24b5fd","collabmobile","Analytics"
"8c538b01a2b720cdb505d263223ed345","registrat-mapi","Biotechnology"
"8c580310316e4230812e7f342b1dfe5f","calistoga-pharmaceuticals","Medical"
"8c580310316e4230812e7f342b1dfe5f","calistoga-pharmaceuticals","Pharmaceuticals"
"8c580310316e4230812e7f342b1dfe5f","calistoga-pharmaceuticals","Biotechnology"
"8c58d3cc73b51d83d7a73c793cff25ae","ortho-kinematics","Biotechnology"
"8c58d3cc73b51d83d7a73c793cff25ae","ortho-kinematics","Health Diagnostics"
"8c5c3672d4d75686434c510921a0f7c4","imd-companies","Biotechnology"
"8c5c3672d4d75686434c510921a0f7c4","imd-companies","Health Diagnostics"
"8c5cf9bc5b2f31e929d2ebe37f1e6685","clearci","Software"
"8c5cf9bc5b2f31e929d2ebe37f1e6685","clearci","Business Intelligence"
"8c5eef66d190dc4348856feed4d66c0e","semantifi","Search"
"8c5eef66d190dc4348856feed4d66c0e","semantifi","Semantic Web"
"8c5eef66d190dc4348856feed4d66c0e","semantifi","Business Intelligence"
"8c5eef66d190dc4348856feed4d66c0e","semantifi","Apps"
"8c5eef66d190dc4348856feed4d66c0e","semantifi","Publishing"
"8c5eef66d190dc4348856feed4d66c0e","semantifi","Enterprise Search"
"8c5fb075d47fa3ade248a95bdc9b1634","bioaxone-therapeutic","Biotechnology"
"8c6209cc812aaa0c697f3af1d7e055dc","orbis-biosciences","Biotechnology"
"8c6209cc812aaa0c697f3af1d7e055dc","orbis-biosciences","Media"
"8c629430dcc9c67a8bfb1948950cc6bb","optics-for-hire","Biotechnology"
"8c63990c84bed1781670b51c15a30cff","integenx","Biotechnology"
"8c63990c84bed1781670b51c15a30cff","integenx","Analytics"
"8c63990c84bed1781670b51c15a30cff","integenx","Health Diagnostics"
"8c68b9ed13f21e39565f66256ddfa65d","propanc","Biotechnology"
"8c6abcdc5bc1b0d77b0cf918e14d758f","stargreetz","Advertising"
"8c6abcdc5bc1b0d77b0cf918e14d758f","stargreetz","Mobile"
"8c6abcdc5bc1b0d77b0cf918e14d758f","stargreetz","CRM"
"8c6abcdc5bc1b0d77b0cf918e14d758f","stargreetz","Social Media Marketing"
"8c6abcdc5bc1b0d77b0cf918e14d758f","stargreetz","Technology"
"8c6abcdc5bc1b0d77b0cf918e14d758f","stargreetz","Brand Marketing"
"8c6abcdc5bc1b0d77b0cf918e14d758f","stargreetz","Internet Marketing"
"8c6abcdc5bc1b0d77b0cf918e14d758f","stargreetz","Email Marketing"
"8c6abcdc5bc1b0d77b0cf918e14d758f","stargreetz","SaaS"
"8c6abcdc5bc1b0d77b0cf918e14d758f","stargreetz","Data Integration"
"8c6e1c8ea0f0ebae8b1243a9cee299eb","chargoon-co-","Enterprise Software"
"8c6e1c8ea0f0ebae8b1243a9cee299eb","chargoon-co-","Enterprise Resource Planning"
"8c6e1c8ea0f0ebae8b1243a9cee299eb","chargoon-co-","Human Resource Automation"
"8c6e1c8ea0f0ebae8b1243a9cee299eb","chargoon-co-","Business Intelligence"
"8c71617af8c1fb7bb4ba320bc84a1206","actito","Software"
"8c71617af8c1fb7bb4ba320bc84a1206","actito","Marketing Automation"
"8c71617af8c1fb7bb4ba320bc84a1206","actito","Email"
"8c72dc147ba9c54cef9abd3f1dbfe7e8","17e-technologies","Artificial Intelligence"
"8c72dc147ba9c54cef9abd3f1dbfe7e8","17e-technologies","Natural Language Processing"
"8c72dc147ba9c54cef9abd3f1dbfe7e8","17e-technologies","Developer APIs"
"8c7553367d15e65e2c710678f4382864","machinify","Business Analytics"
"8c7553367d15e65e2c710678f4382864","machinify","Business Intelligence"
"8c7553367d15e65e2c710678f4382864","machinify","Machine Learning"
"8c7553367d15e65e2c710678f4382864","machinify","Predictive Analytics"
"8c7553367d15e65e2c710678f4382864","machinify","Mobile Analytics"
"8c7b7bb5a56b007d833a9d51bb682cf1","numerai","Hedge Funds"
"8c7b7bb5a56b007d833a9d51bb682cf1","numerai","Financial Services"
"8c7b7bb5a56b007d833a9d51bb682cf1","numerai","Machine Learning"
"8c81508ca4ec508b9f037ea5ee5e3b67","boostpost","Public Relations"
"8c81508ca4ec508b9f037ea5ee5e3b67","boostpost","Web Tools"
"8c81508ca4ec508b9f037ea5ee5e3b67","boostpost","SEO"
"8c81508ca4ec508b9f037ea5ee5e3b67","boostpost","Big Data Analytics"
"8c81508ca4ec508b9f037ea5ee5e3b67","boostpost","Advertising"
"8c81508ca4ec508b9f037ea5ee5e3b67","boostpost","Blogging Platforms"
"8c81508ca4ec508b9f037ea5ee5e3b67","boostpost","Optimization"
"8c81eb94cc7063eef6ef592dd1cb8125","life-recovery-systems","Biotechnology"
"8c84a9e50bc60019925c92d9c47f5414","sanwa-biotech","Biotechnology"
"8c84a9e50bc60019925c92d9c47f5414","sanwa-biotech","Health Care"
"8c84a9e50bc60019925c92d9c47f5414","sanwa-biotech","Medical Devices"
"8c84a9e50bc60019925c92d9c47f5414","sanwa-biotech","Veterinary"
"8c8936604697fb643c73dbeaf27926a6","ravel","Enterprise Software"
"8c8936604697fb643c73dbeaf27926a6","ravel","Predictive Analytics"
"8c8936604697fb643c73dbeaf27926a6","ravel","Analytics"
"8c8936604697fb643c73dbeaf27926a6","ravel","Software"
"8c8936604697fb643c73dbeaf27926a6","ravel","Machine Learning"
"8c8936604697fb643c73dbeaf27926a6","ravel","Big Data"
"8c8ccaf0aaa4657dc801e072e3de0647","skin-scan","Biotechnology"
"8c8ccaf0aaa4657dc801e072e3de0647","skin-scan","Health and Wellness"
"8c8ccaf0aaa4657dc801e072e3de0647","skin-scan","Medical"
"8c910d1bc9bfd11646b2b843f2d92a0a","activeconversion","Sales and Marketing"
"8c910d1bc9bfd11646b2b843f2d92a0a","activeconversion","Software"
"8c910d1bc9bfd11646b2b843f2d92a0a","activeconversion","Marketing Automation"
"8c910d1bc9bfd11646b2b843f2d92a0a","activeconversion","Internet Marketing"
"8c920c1273777c05ad168c4caaf0d727","agalimmune","Biotechnology"
"8c974fa3edeb31fea56f8c6c25e40377","padinmotion","Biotechnology"
"8c974fa3edeb31fea56f8c6c25e40377","padinmotion","Health and Wellness"
"8c974fa3edeb31fea56f8c6c25e40377","padinmotion","Healthcare Services"
"8c980274288d23c0237bbb6741457491","blue-moon-works-inc","E-Commerce"
"8c980274288d23c0237bbb6741457491","blue-moon-works-inc","Search Marketing"
"8c980274288d23c0237bbb6741457491","blue-moon-works-inc","Email Marketing"
"8c980274288d23c0237bbb6741457491","blue-moon-works-inc","SEO"
"8c980274288d23c0237bbb6741457491","blue-moon-works-inc","Advertising"
"8c980274288d23c0237bbb6741457491","blue-moon-works-inc","Direct Marketing"
"8c980274288d23c0237bbb6741457491","blue-moon-works-inc","Internet Marketing"
"8c980274288d23c0237bbb6741457491","blue-moon-works-inc","Analytics"
"8c9905590daefa150c209ffb0ad7de34","valmont","Machine Learning"
"8ca63b8f8544ecaa62ad717490bac0fa","activecyte-inc","Biotechnology"
"8ca63b8f8544ecaa62ad717490bac0fa","activecyte-inc","Technology"
"8ca70a15218a3bf2536e6b339f53470c","indipharm","Biotechnology"
"8cac8ecc3ac0143567e0ed21e52d434e","laser-skin-clinic","Biotechnology"
"8cbfd1a0a3e6e23e7c7af7189a8dd86e","light-sciences-oncology","Biotechnology"
"8cbfd1a0a3e6e23e7c7af7189a8dd86e","light-sciences-oncology","Health and Wellness"
"8cbfd1a0a3e6e23e7c7af7189a8dd86e","light-sciences-oncology","Health Care"
"8cc327bf4fe68bcf717e6ca753237038","magnet-works","Analytics"
"8cc327bf4fe68bcf717e6ca753237038","magnet-works","Big Data"
"8cc327bf4fe68bcf717e6ca753237038","magnet-works","Internet of Things"
"8cc327bf4fe68bcf717e6ca753237038","magnet-works","Automotive"
"8cc9acf017400dc4e7de74be6ab97fd2","communify-health","Public Safety"
"8cc9acf017400dc4e7de74be6ab97fd2","communify-health","Analytics"
"8cc9acf017400dc4e7de74be6ab97fd2","communify-health","Medical"
