"company_uuid","company_permalink","funding_type","series","announced_on","money_raised_usd"
"dfc04ed184140a48cb99cd0a38c9968e","neotropix","venture",NA,"2009-05-15",1400000
"39fd2cf3f67b814826af9b59a0120e67","neovacs","venture",NA,"2007-07-17",17902300
"39fd2cf3f67b814826af9b59a0120e67","neovacs","venture",NA,"2015-06-29",8309742
"b9372128fedcbc11f0ec9d2849e44744","neovise",NA,NA,NA,NA
"40057ce6750310066d59c5e460a4f922","nephrogenex","post_ipo_equity",NA,"2015-11-13",5500000
"40057ce6750310066d59c5e460a4f922","nephrogenex","venture",NA,"2010-07-21",1e+06
"40057ce6750310066d59c5e460a4f922","nephrogenex","venture","1","2007-07-06",3300000
"40057ce6750310066d59c5e460a4f922","nephrogenex","post_ipo_equity",NA,"2014-11-20",1.2e+07
"0403bf78df5b1317bfde188ecc06ae11","nephron-pharmaceuticals",NA,NA,NA,NA
"cf3370b526f62f47c8b365cfb71cb92a","nephrx-corporation","venture",NA,"2010-02-10",6219317
"42672805dcd9e1188d77a24648afe20d","neptune-technologies-bioressource","post_ipo_equity",NA,"2014-03-05",2.5e+07
"42672805dcd9e1188d77a24648afe20d","neptune-technologies-bioressource","venture",NA,"2011-05-17",6125000
"42672805dcd9e1188d77a24648afe20d","neptune-technologies-bioressource","venture","1","2013-08-27",5e+06
"118b5df8765e9e755608e8e7a851d609","nerdphone",NA,NA,NA,NA
"68d575d23ff71418006882ff1b171483","nereus-pharmaceuticals","venture","D","2005-10-19",42600000
"68d575d23ff71418006882ff1b171483","nereus-pharmaceuticals","venture","D","2007-08-09",4.5e+07
"68d575d23ff71418006882ff1b171483","nereus-pharmaceuticals","venture","e","2010-06-25",2e+07
"f44e9e0b5a501e896485a3fee6583def","neri","grant",NA,"2011-10-25",4.5e+07
"f5c05e57d563db3582106f26d6a250d2","nerites","venture","A","2008-02-15",5700000
"f5c05e57d563db3582106f26d6a250d2","nerites","debt_financing",NA,"2009-06-11",1669779
"f5c05e57d563db3582106f26d6a250d2","nerites","debt_financing",NA,"2010-02-03",6e+05
"1cab0bfe84e6ec5039d68924adbc42b2","nerium-biotechnology","venture",NA,"2011-03-31",288537
"87ebecb38867e99843ff2b69df156836","nerveda","venture",NA,"2010-04-12",14135454
"43ffa2acde2033d7811c51a23832c779","nervve-technologies","seed",NA,"2012-08-21",3e+05
"43ffa2acde2033d7811c51a23832c779","nervve-technologies","venture",NA,"2013-12-01",NA
"43ffa2acde2033d7811c51a23832c779","nervve-technologies","venture","1","2014-10-20",5e+06
"1f8c827ef43565a271ff3cb22c5860fa","nestegg","seed",NA,"2015-03-31",16227
"4abae211b6dac0b2acd4a677a1697d67","nestiny-inc","angel",NA,"2016-01-07",350000
"174eef9f56122e08dfadfbdd6de803ce","net-results",NA,NA,NA,NA
"688864430aaf08607fd6bd84caa921df","netbase","venture","B","2007-12-01",6500000
"688864430aaf08607fd6bd84caa921df","netbase","venture","C","2013-01-15",9600000
"688864430aaf08607fd6bd84caa921df","netbase","venture","C","2010-03-02",7200000
"688864430aaf08607fd6bd84caa921df","netbase","venture","C","2012-06-01",13100000
"688864430aaf08607fd6bd84caa921df","netbase","venture","a","2005-06-01",5e+06
"688864430aaf08607fd6bd84caa921df","netbase","venture","D","2014-07-15",10200000
"688864430aaf08607fd6bd84caa921df","netbase","venture","E","2015-03-12",2.4e+07
"688864430aaf08607fd6bd84caa921df","netbase","venture","E","2015-04-29",9e+06
"83d874a46ea66449b604760f31d41ca4","netemic",NA,NA,NA,NA
"11548d4962716bf8ed91d5047ba13b80","netexpo",NA,NA,NA,NA
"6eb4f403bc67562354000e2e7155e08f","netfactor","venture","a","2008-01-01",2e+06
"76dfc7a85c5aad999fc770fe317c0538","netgoogly-com",NA,NA,NA,NA
"0f0592f5806c4f9308a2d915e3e4c5cf","netherlands-forensics-institute",NA,NA,NA,NA
"72660746a859614a011e048ac0e48fe4","nethub-media","angel",NA,"2012-10-01",166000
"72660746a859614a011e048ac0e48fe4","nethub-media","seed",NA,"2011-10-01",48925
"72660746a859614a011e048ac0e48fe4","nethub-media","venture",NA,"2012-12-01",55663
"72660746a859614a011e048ac0e48fe4","nethub-media","convertible_note",NA,"2013-01-01",180834
"480111eaeb95eacb6c53de6f277f1c4e","neticle-technologies",NA,NA,NA,NA
"4b023b5d8c5bf9fd9cfe6de4673aa822","netis-systems",NA,NA,NA,NA
"f5d5cc983a41c33f9e459f43b75ff69d","netnui-com","seed",NA,"2012-07-18",40000
"9229fc0ecad04ac074c1091fad07fba7","netonomy",NA,NA,NA,NA
"d3b05a24c6ab9ad9d390638543066f4d","netowl",NA,NA,NA,NA
"16e536cb1fb3025976002c2ead699517","netprospex","venture",NA,"2006-09-01",NA
"16e536cb1fb3025976002c2ead699517","netprospex","venture","1","2009-10-26",2e+06
"16e536cb1fb3025976002c2ead699517","netprospex","venture","1","2008-02-01",NA
"16e536cb1fb3025976002c2ead699517","netprospex","venture","1","2008-05-23",NA
"16e536cb1fb3025976002c2ead699517","netprospex","venture","1","2012-06-06",7e+06
"16e536cb1fb3025976002c2ead699517","netprospex","venture","1","2014-04-08",1.3e+07
"16e536cb1fb3025976002c2ead699517","netprospex","venture","1","2010-12-07",5500000
"74310fa56a85cf3d4866fc7c96306024","netra-systems-inc","convertible_note",NA,"2015-08-03",5e+05
"74310fa56a85cf3d4866fc7c96306024","netra-systems-inc","seed",NA,"2014-07-01",1e+05
"74310fa56a85cf3d4866fc7c96306024","netra-systems-inc","seed",NA,"2015-06-04",18000
"5d3b9aa9e280f81d8e37bb81e32e8427","netscientific","venture",NA,"2013-09-16",45457543
"98f20c8dd5a4119f0b84bb16484157ad","nettime-solutions",NA,NA,NA,NA
"49e367e4715ff1f53653edf5ce381389","netwave",NA,NA,NA,NA
"69cce0bcb78ceff19afb323abd466d4f","networked-insights","venture","a","2010-04-20",5e+06
"69cce0bcb78ceff19afb323abd466d4f","networked-insights","venture","c","2013-10-18",9400000
"69cce0bcb78ceff19afb323abd466d4f","networked-insights","venture","b","2011-09-29",2e+07
"69cce0bcb78ceff19afb323abd466d4f","networked-insights","venture","a","2007-11-07",4e+06
"69cce0bcb78ceff19afb323abd466d4f","networked-insights","venture","D","2014-12-10",8800000
"19d2e5174a6755dbd3a3c3d966eec260","networqx",NA,NA,NA,NA
"1c81e39154471a9c1273c70f65427b13","neudesic",NA,NA,NA,NA
"2103f58ba8e846aa1ef1e12b02b9edc9","neumedicines",NA,NA,NA,NA
"8df5ea390b20613455a400fdc2c9ae64","neumedics","venture",NA,"2008-05-14",87950
"038abd2805356de100dff129499a52ce","neumitra","seed",NA,"2012-06-01",20000
"038abd2805356de100dff129499a52ce","neumitra","seed",NA,"0010-02-10",NA
"9ee25d271df04f957a2411904d608d96","neumodx-molecular","venture","b","2014-04-01",2.1e+07
"f579b28be67d004384ae4b731d3bebca","neural","convertible_note",NA,"2015-01-29",NA
"a795fe55805eadcc6b0d4a2f6e671f48","neural-id",NA,NA,NA,NA
"702fdc4ccf8ffbbf6000baeb4cf84c70","neuralstem","venture",NA,"2010-01-05",1500000
"702fdc4ccf8ffbbf6000baeb4cf84c70","neuralstem","venture",NA,"2013-04-10",1778000
"0a037ef943cf7377504ea5b3e006d401","neuraltus-pharmaceuticals","venture","a","2009-03-26",1.7e+07
"0a037ef943cf7377504ea5b3e006d401","neuraltus-pharmaceuticals","venture","b","2012-01-31",9600000
"0a037ef943cf7377504ea5b3e006d401","neuraltus-pharmaceuticals","venture",NA,"2012-04-01",1501000
"0a037ef943cf7377504ea5b3e006d401","neuraltus-pharmaceuticals","venture","a","2012-05-30",11125649
"b7abfe744a6805c6bdac8f60b3bb6324","neuraxon","venture","B","2007-08-20",3.2e+07
"b7abfe744a6805c6bdac8f60b3bb6324","neuraxon","debt_financing",NA,"2009-12-30",8750000
"b7abfe744a6805c6bdac8f60b3bb6324","neuraxon","venture",NA,"2012-05-01",782171
"b7abfe744a6805c6bdac8f60b3bb6324","neuraxon","debt_financing",NA,"2010-09-30",1.4e+07
"c0e8a55e9702685e038f06d3e8b3da50","neurecall","seed",NA,"2015-01-26",24115
"c0e8a55e9702685e038f06d3e8b3da50","neurecall","grant",NA,"2015-06-08",12060
"c0e8a55e9702685e038f06d3e8b3da50","neurecall","seed",NA,"2014-09-30",92840
"c0e8a55e9702685e038f06d3e8b3da50","neurecall","grant",NA,"2015-07-28",19215
"8cc9edc133c2b57adf659e4867d6e698","neurelis","debt_financing",NA,"2010-02-03",1700000
"8cc9edc133c2b57adf659e4867d6e698","neurelis","debt_financing",NA,"2011-10-03",1083950
"8cc9edc133c2b57adf659e4867d6e698","neurelis","venture",NA,"2015-07-16",1500000
"d5e1dc877ebba0487d75174e10ab60d7","neuren-pharmaceuticals","venture",NA,"2013-10-21",21500000
"9e941950a46413eb8aeb7927165bc843","neurence","venture",NA,"2015-02-23",4e+06
"9bcc3b1dc4ad2405ea8f637576f6f993","neurimmune-holding",NA,NA,NA,NA
"307328b3a048a007ef673ed1ec99cf3d","neuroco",NA,NA,NA,NA
"abff60ff405704f94255d751dcad2bd0","neurocrine-biosciences","venture",NA,"2009-12-17",1e+07
"bbf3d8029d379096d08250b4a40194bc","neurodon","equity_crowdfunding",NA,"2014-11-14",NA
"e9621160f418a544b0417d65f02184a2","neurodyn","venture","a","2013-02-06",1001402
"e9621160f418a544b0417d65f02184a2","neurodyn","venture","A","2015-03-12",1408880
"b8f0a15b5600d5f62413f2129136746d","neurodyne-medical",NA,NA,NA,NA
"530b1abf3da486372e7f1860cf6e7473","neurogen-corp",NA,NA,NA,NA
"7c4e41259f3f0efede8cbe43eb99fb87","neurogenetic-pharmaceuticals","grant",NA,"2015-11-15",2500000
"7c4e41259f3f0efede8cbe43eb99fb87","neurogenetic-pharmaceuticals","venture",NA,"2010-07-12",1144878
"7c4e41259f3f0efede8cbe43eb99fb87","neurogenetic-pharmaceuticals","undisclosed",NA,"2012-01-04",NA
"7c4e41259f3f0efede8cbe43eb99fb87","neurogenetic-pharmaceuticals","venture",NA,"2014-01-09",1e+05
"7c4e41259f3f0efede8cbe43eb99fb87","neurogenetic-pharmaceuticals","debt_financing",NA,"2012-10-02",250000
"7c4e41259f3f0efede8cbe43eb99fb87","neurogenetic-pharmaceuticals","debt_financing",NA,"2015-03-12",50000
"fe1e058df6c25bef651998875996bf52","neurogesx","venture",NA,"2008-01-09",2.5e+07
"fe1e058df6c25bef651998875996bf52","neurogesx","venture","1","2005-12-01",2e+07
"fe1e058df6c25bef651998875996bf52","neurogesx","venture",NA,"2011-08-03",20209229
"fe1e058df6c25bef651998875996bf52","neurogesx","venture",NA,"2012-02-02",2999382
"fe1e058df6c25bef651998875996bf52","neurogesx","venture",NA,"2012-03-29",975000
"70a47dd4425a58876e52c1f83af953c9","neuroinitiative",NA,NA,NA,NA
"39e1fca4976f338b4781e4a79ba4de82","neurointerventional-therapeutics","venture",NA,"2009-06-30",85000
"5a216fc25ecc82ab9fca67712a244d4b","neurolink","venture",NA,"2010-10-18",1617000
"5a216fc25ecc82ab9fca67712a244d4b","neurolink","venture",NA,"2011-01-11",2261759
"dd3092852d0ea18f81a3b36eabc2c110","neurolixis-inc","venture",NA,"2013-07-18",15000
"7b9fb5aab6cef73fb24821575dbffe52","neurologix","venture",NA,"2010-12-06",7e+06
"7fec2334ecaa3fc84064aa7e929d8ad2","neuromed-pharmaceuticals","venture","E","2007-08-22",53300000
"8da350c31a6c6f0ed5c964e9e519bf1f","neuromore","seed",NA,"2016-01-07",3e+05
"8da350c31a6c6f0ed5c964e9e519bf1f","neuromore","seed",NA,"2015-09-01",5e+05
"f91dde3ebed1aac5548f1ca19406101b","neuron-systems","venture","a","2008-08-08",8960000
"0e9f7b21dce625b9b25061ae61446ef7","neuron-therapeutics","venture","A","2015-12-01",23500000
"0e9f7b21dce625b9b25061ae61446ef7","neuron-therapeutics","venture",NA,"2014-12-23",7644339
"fa34dc03afc1c76190b7c79cc8dad1da","neuronascent","venture",NA,"2008-01-23",50000
"fa34dc03afc1c76190b7c79cc8dad1da","neuronascent","venture",NA,"2015-03-18",1200000
"26e9f31a8999b0f7b7f47b3c746b33b5","neuronetics","venture","d","2009-10-27",3e+07
"26e9f31a8999b0f7b7f47b3c746b33b5","neuronetics","venture","e","2011-05-16",3e+07
"26e9f31a8999b0f7b7f47b3c746b33b5","neuronetics","seed",NA,"2001-08-22",NA
"26e9f31a8999b0f7b7f47b3c746b33b5","neuronetics","venture","F","2015-04-27",34300000
"b188c5fc45e3b80695fc3cf735117481","neuronex","venture","a","2010-10-07",1500000
"b188c5fc45e3b80695fc3cf735117481","neuronex","debt_financing",NA,"2011-05-09",399999
"da755d56cb4a4ec516edec7513a4a1ec","neurontools",NA,NA,NA,NA
"3d03d832243e4503815a0d76a6fdfc1e","neurop","debt_financing",NA,"2014-02-24",155000
"3d03d832243e4503815a0d76a6fdfc1e","neurop","seed",NA,"2008-04-20",NA
"3ac8f9441278635a50ef93ba0ce9bb29","neuropace","venture",NA,"2013-07-09",1.8e+07
"3ac8f9441278635a50ef93ba0ce9bb29","neuropace","venture",NA,"2011-08-31",4.9e+07
"27c3700e67078722576b8753bbfac490","neurophage-pharmaceuticals","venture","b","2012-03-08",9e+06
"27c3700e67078722576b8753bbfac490","neurophage-pharmaceuticals","venture","c","2013-05-06",6400000
"27c3700e67078722576b8753bbfac490","neurophage-pharmaceuticals","venture","b","2011-03-01",12400000
"27c3700e67078722576b8753bbfac490","neurophage-pharmaceuticals","venture","d","2014-03-25",1.7e+07
"27c3700e67078722576b8753bbfac490","neurophage-pharmaceuticals","venture","D","2015-01-14",1e+07
"aefc4d889c30314d932ac8afed5960f5","neuroptics","seed",NA,"2011-11-30",5e+05
"aefc4d889c30314d932ac8afed5960f5","neuroptics","venture",NA,"2014-04-21",1246627
"7450a73fc4f489807573fc6b1f9a0f68","neuropure","venture","a","2007-03-20",5e+05
"d4d00efe8ce87f2dbac82afe9781d426","neuroquest","undisclosed",NA,"2013-05-13",NA
"34840a202fac518c065bcf973ce4e481","neurosearch","venture",NA,"2009-08-17",14330000
"490a930bdc3b3b248eea203782b7a98e","neurosigma","venture",NA,"2011-02-15",5e+05
"490a930bdc3b3b248eea203782b7a98e","neurosigma","debt_financing",NA,"2011-03-10",1210000
"5218d501fc53a4b4af1f2863f68a614a","neurosky","venture","a","2013-11-01",NA
"5218d501fc53a4b4af1f2863f68a614a","neurosky","undisclosed",NA,"2013-11-04",NA
"048e1005b6ab23fd44f3c7ad8d98874f","neurosyntek","equity_crowdfunding",NA,"2015-09-14",NA
"79225ca0a6f912a0e3c0dfbf113ff594","neurotar",NA,NA,NA,NA
"da674fbd1bc6a494a7b674ae2f5758e2","neurotec-pharma","venture",NA,"2011-02-19",4496910
"d468da86a0c47df858eb5ad16713a1d7","neurotech","venture","b","2006-11-16",3.5e+07
"f0ad9627a36113003c351a4384f1738e","neurotherapeutics-pharma","debt_financing",NA,"2009-01-06",3200000
"f0ad9627a36113003c351a4384f1738e","neurotherapeutics-pharma","venture","1","2010-05-20",4.3e+07
"f0ad9627a36113003c351a4384f1738e","neurotherapeutics-pharma","venture",NA,"2011-12-15",1.2e+07
"df6b4ea982300ce0ad0ba386cee1e5ee","neurotrack-technologies","venture","A","2016-01-27",6500000
"df6b4ea982300ce0ad0ba386cee1e5ee","neurotrack-technologies","seed","A","2013-09-26",2e+06
"df6b4ea982300ce0ad0ba386cee1e5ee","neurotrack-technologies","seed",NA,"2013-05-22",90000
"df6b4ea982300ce0ad0ba386cee1e5ee","neurotrack-technologies","debt_financing",NA,"2014-12-29",1e+06
"6cc7db7fb69f11c5a40bb9ff7cdcc1be","neurotron-biotechnology","venture","c","2013-12-27",16500000
"e7eec65e4950909d4891c9f05476cdf3","neurotronik","venture","a","2013-06-13",13100000
"a8eb98268bc0ce4e4a35648eba7e86aa","neurotrope-bioscience","venture","a","2013-09-02",21900000
"005172e8ec7f43a2823f420ad9aef096","neurovance","venture","A","2015-06-29",6499995
"005172e8ec7f43a2823f420ad9aef096","neurovance","venture",NA,"2012-02-03",478064
"005172e8ec7f43a2823f420ad9aef096","neurovance","venture",NA,"2012-10-11",10500543
"005172e8ec7f43a2823f420ad9aef096","neurovance","venture","a","2014-04-03",6300000
"005172e8ec7f43a2823f420ad9aef096","neurovance","venture","A","2015-03-26",5500000
"1f37e6e02b703b51b19d7d0498843f49","neurovigil","seed","A","2011-05-01",NA
"1f37e6e02b703b51b19d7d0498843f49","neurovigil","venture","A","2015-05-01",NA
"d1dfb899222f2a689d1ba7a56e7f5641","neurovive-pharmaceutical","post_ipo_equity",NA,"2015-02-12",3300000
"d1dfb899222f2a689d1ba7a56e7f5641","neurovive-pharmaceutical","post_ipo_equity",NA,"2015-05-27",7462732
"9b98a18e03edb6158a06c50a4c0ddb09","neustar",NA,NA,NA,NA
"9dcbe6451f9e35c47d3503642e9eae82","neustring","undisclosed",NA,"2009-11-17",NA
"958e9c8ae77ae370b9fe55581f2565e3","neutrinobi",NA,NA,NA,NA
"045a6966fdea27f924b2e0fa9801b2e6","neutron-creations",NA,NA,NA,NA
"722be60cb46a876cad70f070e839b17b","nevro","venture",NA,"2011-07-19",5.8e+07
"722be60cb46a876cad70f070e839b17b","nevro","venture","1","2013-03-07",4.8e+07
"36db9f3568ac31920ff6be6a7faa46c5","new-century-hospice","venture",NA,"2010-10-12",1.2e+07
"36db9f3568ac31920ff6be6a7faa46c5","new-century-hospice","venture",NA,"2011-03-31",1e+06
"36db9f3568ac31920ff6be6a7faa46c5","new-century-hospice","seed",NA,"2011-10-04",1296337
"36db9f3568ac31920ff6be6a7faa46c5","new-century-hospice","venture","1","2010-10-13",2e+07
"612f7871b32c54b400585fca4e1f3cf9","new-context",NA,NA,NA,NA
"0e8f1c683e46fa20e7efcb3737194a1a","new-frontier",NA,NA,NA,NA
"5a180012b942192180197b9ca8227c86","new-haven-pharmaceuticals","debt_financing",NA,"2015-10-07",6300000
"5a180012b942192180197b9ca8227c86","new-haven-pharmaceuticals","venture","1","2012-10-29",6e+06
"5a180012b942192180197b9ca8227c86","new-haven-pharmaceuticals","debt_financing",NA,"2013-04-26",2e+06
"5a180012b942192180197b9ca8227c86","new-haven-pharmaceuticals","venture",NA,"2014-10-23",11786611
"6b44d29e99261bdb80a26c6a342661e1","new-kcbx","venture",NA,"2012-10-11",2085094
"49a0dd1dbca4c35c60573dc3b8a6976d","new-life-solutions","venture",NA,"2015-04-30",9136632
"965f49ef77b2b83aa08ea90004d72cf3","new-ortho-polymers",NA,NA,NA,NA
"c65065c2b07290285fc27323935a15d2","new-port-richey-surgery-center","seed",NA,"2011-09-01",178486
"8e5825f925dd1ed2817141255fc8c0ea","new-relic","venture","a","2008-04-01",3500000
"8e5825f925dd1ed2817141255fc8c0ea","new-relic","venture","b","2008-11-12",6e+06
"8e5825f925dd1ed2817141255fc8c0ea","new-relic","venture","c","2010-10-14",1e+07
"8e5825f925dd1ed2817141255fc8c0ea","new-relic","private_equity",NA,"2013-02-05",8e+07
"8e5825f925dd1ed2817141255fc8c0ea","new-relic","venture",NA,"2011-11-16",1.5e+07
"8e5825f925dd1ed2817141255fc8c0ea","new-relic","private_equity",NA,"2014-04-28",1e+08
"1af21e80b2c8e1c2aec7f975fe6f4cfc","new-wave-foods","venture",NA,"2015-10-29",NA
"1af21e80b2c8e1c2aec7f975fe6f4cfc","new-wave-foods","venture",NA,"2015-09-17",NA
"2dc0892a214b5137d9f12e91dc73469f","new-zealand-private-investigtor",NA,NA,NA,NA
"20f161c635d5e4a1cffbc0610aa33397","newbrandanalytics","private_equity",NA,"2013-05-08",3999999
"20f161c635d5e4a1cffbc0610aa33397","newbrandanalytics","venture","1","2011-11-10",2.6e+07
"20f161c635d5e4a1cffbc0610aa33397","newbrandanalytics","venture",NA,"2014-04-29",5032735
"ef5e68000ae4e94fdb06cbb17de3ef30","newbridge-pharmaceuticals","venture","b","2010-09-20",1.2e+07
"fd3adeaf7f15872ba28ad27bae86ef04","newcleus",NA,NA,NA,NA
"e885db8532298f0bc4fa13084f1abebd","newco-2",NA,NA,NA,NA
"cb5715c551b7bb19d0b4677c0695c757","neweast-biosciences",NA,NA,NA,NA
"1c1d66abc70cb86b7ebd21320119eb83","newgen-payment","angel",NA,"2015-05-25",NA
"0d2e1a6f37e6768fa9904d0bf67804b1","newleaf-symbiotics","venture","a","2013-01-09",7e+06
"0d2e1a6f37e6768fa9904d0bf67804b1","newleaf-symbiotics","venture","B","2014-09-15",1.7e+07
"1f8c0734db7c2bbc3c92875500f5ed62","newlink-genetics","venture","c","2008-01-31",1.7e+07
"1f8c0734db7c2bbc3c92875500f5ed62","newlink-genetics","venture","d","2009-07-21",7500000
"1f8c0734db7c2bbc3c92875500f5ed62","newlink-genetics","venture",NA,"2008-02-08",20714105
"30bbbfb3f098e4c36ca31fe9bcdff72d","newlio",NA,NA,NA,NA
"1c628c2cfd6f0448e538dc0eadaa40bd","newmo","venture",NA,"2014-11-05",950000
"2d6c64aa6893dd9fe3997a1a3b3fc0e8","newquest",NA,NA,NA,NA
"e1ffdd7373f4ddee73fa24fcc10bb69b","news-jelly","seed",NA,"2014-12-01",45043
"459da366026b80a50f01bb4ce3792568","newsanglr",NA,NA,NA,NA
"3a7d4f42cf58425acd75e2693f571b8d","newsbrewer",NA,NA,NA,NA
"5324a6623ae9f371cf131b67e18c1452","newscurve",NA,NA,NA,NA
"ef21496f5ef6d5e92df223d9dec99784","newsense",NA,NA,NA,NA
"ec10cc1b18a03c858856346c9c4b4526","newsit","seed",NA,"2012-03-08",5e+05
"991383c69285082d1ccf4cb05a27ba6b","newsjelly",NA,NA,NA,NA
"526e98ba9408419d4f5d7930433a452e","newsmaven","seed",NA,"2013-06-06",57324
"0e7dc8def7dcfd7a7dea52d8ab3d4b9d","newstree",NA,NA,NA,NA
"ac268a1a16fb649e7238632ecd366adf","newsummitbio","undisclosed",NA,"2011-01-01",NA
"ac268a1a16fb649e7238632ecd366adf","newsummitbio","venture","1","2005-10-01",NA
"4a2ec944acbafe73cf2d307cc39c9f8e","newswhip","angel",NA,"2012-07-09",NA
"4a2ec944acbafe73cf2d307cc39c9f8e","newswhip","seed",NA,"2013-09-12",1100000
"4a2ec944acbafe73cf2d307cc39c9f8e","newswhip","seed",NA,"2011-09-01",NA
"4a2ec944acbafe73cf2d307cc39c9f8e","newswhip","venture",NA,"2015-05-28",1600000
"2e67fd691b0899963b904ceac01ec85a","newton-insight","seed",NA,"2011-12-06",NA
"8fbb2ec18577c94b22cf99e40700ba78","nexabion-solutions",NA,NA,NA,NA
"8195961b99902e1e4a8d5cfc988c6c6e","nexalogy","angel",NA,"2011-09-30",574392
"d5d23d7b9665fe381175690000faf98f","nexbio","venture",NA,"2011-11-10",9900000
"d5d23d7b9665fe381175690000faf98f","nexbio","venture",NA,"2013-05-29",5e+06
"6e23a3135b7763d716261b159fac1e6d","nexd-io",NA,NA,NA,NA
"32236cd1cea0a1e14a2d8103da4bde60","nexeption","venture","a","2014-01-02",21500000
"82a032fe8c1b0dd6615eba06a5239229","social-iq-networks","venture","a","2013-04-09",3500000
"82a032fe8c1b0dd6615eba06a5239229","social-iq-networks","seed",NA,"2011-09-30",250000
"82a032fe8c1b0dd6615eba06a5239229","social-iq-networks","angel",NA,"2011-07-01",3e+05
"82a032fe8c1b0dd6615eba06a5239229","social-iq-networks","seed",NA,"2012-08-20",250000
"a21a15ce43bc563da839f502629e7941","nexgen-medical-systems","debt_financing",NA,"2011-01-11",690000
"a21a15ce43bc563da839f502629e7941","nexgen-medical-systems","debt_financing",NA,"2011-08-11",350000
"a21a15ce43bc563da839f502629e7941","nexgen-medical-systems","debt_financing",NA,"2012-07-13",5e+05
"505f595c55f171902b8acd6b07214b3d","nexgenix-pharmaceuticals","venture","B","2007-07-16",3900000
"3910e6018e3e76eb5dd292b189f67d1a","nexidia","venture",NA,"2006-08-08",1.3e+07
"3910e6018e3e76eb5dd292b189f67d1a","nexidia","venture","1","2010-10-18",2.3e+07
"3910e6018e3e76eb5dd292b189f67d1a","nexidia","debt_financing",NA,"2010-07-01",1286288
"3910e6018e3e76eb5dd292b189f67d1a","nexidia","venture",NA,"2012-09-12",2481049
"3910e6018e3e76eb5dd292b189f67d1a","nexidia","venture",NA,"2009-12-09",501477
"bba9f3cfe5e7c828faefb44b80c1022f","neximmune","seed",NA,"2011-06-07",1000
"bba9f3cfe5e7c828faefb44b80c1022f","neximmune","debt_financing",NA,"2013-12-27",250000
"bba9f3cfe5e7c828faefb44b80c1022f","neximmune","venture",NA,"2014-07-18",3e+06
"bba9f3cfe5e7c828faefb44b80c1022f","neximmune","debt_financing",NA,"2015-02-13",1962000
"24ece842e6d0a8bbf3709f787997c7eb","nexis-vision","debt_financing",NA,"2011-08-12",6e+06
"24ece842e6d0a8bbf3709f787997c7eb","nexis-vision","debt_financing",NA,"2013-12-30",750000
"e4ac82ab716233a724bfc75f3dd8154f","nexmed","debt_financing",NA,"2010-03-10",2300000
"7494c36d64e1811151befc2910e705a6","nexosis","angel",NA,"2015-03-06",60000
"7494c36d64e1811151befc2910e705a6","nexosis","convertible_note",NA,"2015-07-10",660000
"1da05f8ce49b38775729ed47a836dae6","next-big-sound","seed",NA,"2009-08-06",NA
"1da05f8ce49b38775729ed47a836dae6","next-big-sound","venture",NA,"2010-02-17",449997
"1da05f8ce49b38775729ed47a836dae6","next-big-sound","seed",NA,"2009-12-03",1e+06
"1da05f8ce49b38775729ed47a836dae6","next-big-sound","venture","1","2012-01-03",6500000
"61e2389dc37defccd36f262a8ef698c8","next-pixar-web",NA,NA,NA,NA
"48ea927ad01358a84753fbd9f0a435cd","next-points","seed",NA,"2012-12-11",38979
"ef9820b4d44b2bdd5901671897d0a2b8","next-safety","venture",NA,"2010-09-24",135000
"071f6096e38a3f22f04b60e193c5f3b0","next-stop-solutions",NA,NA,NA,NA
"a48985a6ba4b5c517abf9629b481fc61","nextan",NA,NA,NA,NA
"d233cf22ccd8d96929432863ee63efb5","nextcare","venture",NA,"2011-01-11",4300000
"d233cf22ccd8d96929432863ee63efb5","nextcare","venture",NA,"2010-01-08",3199999
"d233cf22ccd8d96929432863ee63efb5","nextcare","venture",NA,"2009-04-24",280000
"d233cf22ccd8d96929432863ee63efb5","nextcare","venture",NA,"2010-10-05",2500000
"f3f06a436e36c006386c6a5eb91fa8a4","nextcode-health","venture","a","2013-10-23",1.5e+07
"f71ad10833c87e0c97c91f7074a84012","nextcure","venture","A","2016-01-06",6.7e+07
"02cc0e1059a224225b023cb01aaca655","nextgxdx","venture",NA,"2015-10-02",1500000
"02cc0e1059a224225b023cb01aaca655","nextgxdx","venture","1","2014-03-05",2949029
"02cc0e1059a224225b023cb01aaca655","nextgxdx","angel",NA,"2013-03-05",1e+06
"02cc0e1059a224225b023cb01aaca655","nextgxdx","seed",NA,"2010-01-01",NA
"02cc0e1059a224225b023cb01aaca655","nextgxdx","venture",NA,"2014-10-14",2226000
"8422d06e4fac79d9f4c92d5695fd1eb8","nextprotein",NA,NA,NA,NA
"891efdaf5081bc7693daacb4dd149601","nextray",NA,NA,NA,NA
"641c13594186612272011ccb043cf2e8","nextuser","seed",NA,"2013-11-10",1650000
"d11796b5c5909c1bd8a9716e243ee15d","nextwave-pharmaceuticals","venture","B","2007-02-14",4e+07
"d11796b5c5909c1bd8a9716e243ee15d","nextwave-pharmaceuticals","venture","c","2011-01-11",4.5e+07
"d11796b5c5909c1bd8a9716e243ee15d","nextwave-pharmaceuticals","venture",NA,"2012-10-01",1819000
"d1116cef9b56d8ace95bb0f06dccb0bd","nexus-bi",NA,NA,NA,NA
"232fce3ba1e0db75ba997c5c9bf38656","nexus-biosystems","venture",NA,"2009-06-29",5e+06
